,Date,Title,Article,Category,Image_link,Article_link
165,15-1-20,Six infants die on intervening Jan 13-14 night in MP hospital,"Six tribal infants have died at a state-run hospital in Madhya Pradesh's Shahdol on the intervening night of January 13 and 14, a senior official said on Tuesday.

A probe has been ordered by Madhya Pradesh Health Minister Tulsi Silawat. ""The infants, some of them one-day-old and others two-and-a-half-months-old, died on the intervening night of January 13 and 14,"" said Dr Rajesh Pande, Chief Medical and Health Officer (CMHO), Kushabhau Thakre district hospital. The exact cause of their death will be known after investigation, he said.

""The infants were admitted in the Sick Newborn Care Unit (SNCU) of the hospital in a serious condition, and efforts to save them proved futile,"" he added. Dr Pande also said that authorities are also probing whether there is any negligence on part of the hospital staff.

Four of the six deceased were identified as Shyam Narayan Kol, Suraj Baiga, Anjali Baiga and Subhash Baiga. State Rural Development and Panchayati Raj Minister Kamleshwar Patel also visited the hospital to take stock of the situation.",india,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/india/six-infants-die-on-intervening-jan-13-14-night-in-mp-hospital.html
166,15-1-20,US removes currency manipulator label on China ahead of inking of trade deal,"The US has reversed its decision to brand China a “currency manipulator” as the world’s two major economies prepare to conclude a “phase one” deal to end their bruising trade war. President Donald Trump has repeatedly accused China of allowing the value of the yuan to fall, making Chinese goods cheaper. The US officially named China a currency manipulator in August last year when trade tensions were high between Beijing and Washington.

Trump, who blames China for a decline in US manufacturing, promised to label China a currency manipulator during his 2016 election campaign. Announcing the revocation of China’s currency manipulator status, US Treasury Secretary Steven T Mnuchin said, “China has made enforceable commitments to refrain from competitive devaluation, while promoting transparency and accountability.” “The Treasury Depar-tment has helped secure a significant Phase One agreement with China will lead to greater economic growth and opportunity for American workers and businesses,” he said.",business,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/business/us-removes-currency-manipulator-label-on-china-ahead-of-inking-of-trade-deal.html
167,15-1-20,"IndusInd Bank posts 32.92% jump in Q3 net, NPAs swell","Private sector lender IndusInd Bank on Tuesday reported a 32.92 per cent jump in its December quarter consolidated net profit at Rs 1,309 crore on overall growth, but showed an uptick in non-performing assets.

Its core net interest income was up 34 per cent to Rs 3,074 crore on a 20 per cent loan growth and a 0.15 per cent expansion in the net interest margin to 4.15 per cent. The fee income grew 22 per cent to Rs 1,790 crore.

Total income during the period under review increased to Rs 9,073.93 crore from Rs 7,232.32 crore in the third quarter of the previous fiscal, IndusInd Bank said in a regulatory filing.

The bank, first off the mark to report December quarter numbers, had to set aside extra amount of money to up its provision coverage ratio to 53 per cent from the earlier 43 per cent, that dented the bottomline. The bank’s managing director and chief executive Romesh Sobti, who is set to retire in March, said it had to provide Rs 242 crore as provision for two accounts which were classified as “fraud-hit” following reports from forensic auditors.",business,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/business/indusind-bank-posts-32-92--jump-in-q3-net--npas-swell.html
168,15-1-20,ED detects multiple FEMA violations in Amrapali case,"The ED has detected over half-a-dozen alleged forex law violations by the Amrapali Group and found that homebuyers’ funds worth over Rs 55 crore were laundered and sent abroad using shell firms, official sources said on Tuesday.

The federal probe agency also wants that JP Morgan, a US-based investment banking firm, embroiled in the case be legally “directed” to remit back funds worth about Rs 140 crore that were “unauthorisedly” sent abroad so that they can be confiscated, they said.

At least seven “serious contraventions” under the Foreign Exchange Management Act (FEMA) and its regulations have been detected by the Enforcement Directorate (ED) against the Amrapali Group’s two companies — Amrapali Zodiac Developers Pvt Ltd (AZDPL) and Amrapali Silicon City Pvt Ltd (ASCPL), according to the sources.

The alleged forex violations pertain to an unauthorised assured return of Rs 85 crore to the foreign investor under FDI (foreign direct investment), wrong-end use of FDI funds worth Rs 78.5 crore, unauthorised borrowings in the guise of FDI worth Rs 85 crore, wrong transfer of shares by AZDPL by the foreign investor to two Indian companies and illegal remittance by the Indian companies, among others.

The ED also found that the discounted cash flow (DCF) method (of valuing a project, company, or asset) deployed by the promoters of the firm was a “deliberate ploy” to falsely justify premium on re-purchase of shares when it did not exist.

It was detected, as per probe records accessed by PTI, that the DCF method was “incorrectly applied” in this case and was “without any basis”. ED’s Lucknow Zone Joint Director Rajeshwar Singh had on Monday apprised the Supreme Court about these facts and the progress made in the case. After this, the court asked the agency to ensure that the guilty are brought to book.

According to the sources, the ED has recently filed FEMA complaints for adjudication against AZDPL and ASCPL, before the competent authority of the case (a special director of the ED).

Apart from seeking a hefty penalty for the accused, it has sought directions to JP Morgan to remit back funds worth about Rs 140 crore so that they can be “confiscated” under the said law. The probe records also said the Amrapali directors allegedly created shell companies and appointed dummy directors “in collusion” with JP Morgan and took away Rs 55 crore of the homebuyers’ money.",business,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/business/ed-detects-multiple-fema-violations-in-amrapali-case.html
169,15-1-20,Budget may offer flat tax rate sans exemptions to individuals also,"The Government is considering a proposal to extend further incentives to salaried taxpayers in the upcoming budget. The Finance Ministry may allow individual taxpayers to pay a lower flat rate of tax if they forego all exemptions.

The new structure would be similar to tax rates proposed by Finance Minister Nirmala Sitharaman late last year where the base corporate tax rate was reduced to 22 per cent from 30 per cent for companies that agreed to forgo all exemptions and incentives. The tax was kept at even lower rate of 15 per cent for new manufacturing companies.

“After tax sops for corporates last year, the Government is looking at ways to incentivise the individual taxpayers that form a major source of revenue for the Centre. While major changes in tax slabs could wait for some time, a scheme similar to the one implemented for the corporate sector is being examined for individuals too,” said a source privy to discussions on the issue in the Government.

At present while individual income upto Rs 2.5 lakh per annum is exempt from tax, a 5 per cent tax is levied for income between Rs 2.5 lakh and Rs 5 lakh. A higher 20 per cent slab is for income between Rs 5 lakh and 10 lakh while a 30 per tax rate is applicable for income above Rs 10 lakh. In addition, the Government also levies a surcharge in slabs on super rich for income above Rs 50 lakh.

The source said though there is broad understanding on implementing a flat income tax rate for individuals, discussions is still going on its quantum and how it could fit a tax structure that has three to four different slabs.

Tax experts who did not want to be named on the issue told IANS that the Government could look at a flat rate somewhere in between the 5 and 30 per cent income tax rates.

The ideal would be around 15-18 per cent rate that would be lower than the peak rate of 30 per cent and the second rate of 20 per cent. Also, the new lower flat rate of tax may be applicable only for annual income of upto Rs 50 lakh.

Sources said that a higher flat rate is also being looked at for the super rich but discussions on this have remained inconclusive.

At present, an individual can save upto Rs 1.5 lakh per annum under Section 80C of the Income Tax Act by making investments in insurance plans and few other specified instruments including buying a pension plan run under the NPS.

An additional self contribution (up to Rs 50,000) under section 80CCD (1B) is available as NPS tax benefit. In addition, there are deductions for contributing towards paying premium for health insurance and for paying installment for homes bought on loans.

While the flat rate of tax may be attractive to a certain category of taxpayers that want a higher share of their monthly earnings in hand, experts say the move could also dissuade people from increasing their contributions towards savings. India’s household savings has dropped to 17.2 per cent level in 2017-18 from 23.6 per cent in 2011-12. Data for FY 19 is not available.

Higher domestic savings is crucial to mobilise funds for investments in the economy.",business,https://www.dailypioneer.com/uploads/2020/story/images/big/budget-may-offer-flat-tax-rate-sans-exemptions-to-individuals-also-2020-01-15.jpg,https://www.dailypioneer.com/2020/business/budget-may-offer-flat-tax-rate-sans-exemptions-to-individuals-also.html
170,15-1-20,NHAI records highest daily toll collection at Rs 86.2 cr: Chairman,"National Highways Authority of India (NHAI) recorded highest Rs 86.2 crore daily toll collection on Sunday, its Chairman Sukhbir Singh Sandhu said.

The highest daily toll collection via electronic system of FASTags has also been recorded at Rs 50 crore (single day collection) in January 2020 as compared to Rs 23 crore in November 2019.

""The NHAI has recorded its highest toll collection on a daily basis at Rs 86.2 crore two days back,"" Sandhu said at National Highways Excellence Award 2019 here on Tuesday.

Sandhu said the daily transactions via FASTags have also risen to around 30 lakh per day in January 2020 from 8 lakh in July 2019.

He said the Jodhpur toll plaza in Jaipur region has outperformed others in implementation of FASTags with around 91 per cent of toll collection taking place via FASTags.

Toll plazas in Bhopal and Gandhinagar have also performed well in FASTag implementation, he added.

As of December 2019, over 1 crore FASTags have been issued with over 30 lakh FASTags issued in November and December, following daily sales of 1.5-2 lakh FASTags.

The government has rolled out FASTag-based electronic toll collection mechanism from December 15 cross all toll plazas of the NHAI.

The government has mandated the use of FASTags across at least 75 per cent lanes of toll plazas and has restricted use of cash mode of payment to a maximum of 25 per cent lanes of toll plazas.

FASTags-based toll collection system has been rolled out across over 527 national highways.",business,https://www.dailypioneer.com/uploads/2020/story/images/big/nhai-records-highest-daily-toll-collection-at-rs-86-2-cr--chairman-2020-01-15.jpg,https://www.dailypioneer.com/2020/business/nhai-records-highest-daily-toll-collection-at-rs-86-2-cr--chairman.html
171,15-1-20,Bank unions call two-day strike from January 31,"Bank unions on Wednesday called for a two-day nationwide strike on January 31 and February 1 after talks over wage revision failed to make headway with the Indian Banks' Association (IBA).

The United Forum of Bank Unions (UFBU), which represents nine trade unions, said they will also hold a three-day strike from March 11-13.

""From April 1, we have decided to go on an indefinite strike,"" UFBU state convenor Siddartha Khan told PTI.

UFBU is seeking at least a 15-per cent hike, but the IBA has capped the raise at 12.25 per cent, he said.

""This is not acceptable,"" Khan said.

The last wage revision meeting was held on January 13.",business,https://www.dailypioneer.com/uploads/2020/story/images/big/bank-unions-call-two-day-strike-from-january-31-2020-01-15.jpg,https://www.dailypioneer.com/2020/business/bank-unions-call-two-day-strike-from-january-31.html
172,15-1-20,Exports dip 1.8 pc in Dec 2019,"The country's exports contracted for the fifth month in a row by 1.8 per cent in December 2019 to USD 27.36 billion, according to data released by the commerce ministry on Wednesday.

Imports too declined by 8.83 per cent USD 38.61 billion, bringing down the trade deficit to USD 11.25 billion during the month under review.

The trade deficit during December 2018 was USD 14.49 billion.

Oil imports contracted by 0.83 per cent to USD 10.69 billion, while gold imports dipped by about 4 per cent to USD 2.46 billion.

During April-December 2019-20, exports slipped 1.96 per cent to USD 239.29 billion, imports declined by 8.9 per cent to USD 357.39 billion, leaving a trade deficit of USD 118.10 billion.",business,https://www.dailypioneer.com/uploads/2020/story/images/big/exports-dip-1-8-pc-in-dec-2019-2020-01-15.jpg,https://www.dailypioneer.com/2020/business/exports-dip-1-8-pc-in-dec-2019.html
173,15-1-20,Millions of pilgrims gather at Gangasagar to take a holy dip on Makar Sankranti,"Millions of devotees from across the world, including France, Russia and Australia, have flocked to Sagar Island in West Bengal’s South 24 Parganas for taking a holy dip on the occasion of Makar Sankranti on Wednesday.

Every year during the auspicious occasion, pilgrims converge at Sagar Island, 130 km from Kolkata, to take a religious bath at the confluence of the Hooghly river and the Bay of Bengal and offer prayers at Kapil Muni Ashram.

The Gangasagar pilgrimage and fair is considered as the second largest congregation of mankind after the Kumbh Mela. Considering the importance and magnitude of the event, security forces, equipped with CCTVs, hovercraft and copters, have upped their arrangements in the area to ensure all-round safety of the pilgrims.

P Ulaganathan, the District Magistrate, said people from across the globe have turned up in large numbers to attend the annual congregation on the occasion of Makar Sankranti - with the administration, this year, using QR code-assisted wrist bands to monitor the crowd.

“The mela has recorded a footfall of 21 lakh till yesterday. We expect the numbers to touch 40 lakh. The devotees have come from across the globe, including Nepal, Australia, France and Russia,” he told PTI on Tuesday. A total of 20 drones have been deployed to keep a close watch on the pilgrims, he said.",india,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/india/millions-of-pilgrims-gather-at-gangasagar-to-take-a-holy-dip-on-makar-sankranti.html
174,15-1-20,Uddhav to launch first girder in Mumbai’s Shewari today,"The work on the first span of package-1 of Mumbai Trans Harbour Link (MTHL), which will be the longest sea bridge in the country after its completion, will get underway on Wednesday.

Chief Minister Uddhav Thackeray, who is also the chairman of the Mumbai Metropolitan Region Development Authority (MMRDA), will launch the erection of the first girder of this project at the Shewri end of the MTHL at 10 am on Wednesday. The girder weighs 1000 metric tonnes and lifting capacity of launching girder is 1400 metric tonnes.

The project involves construction of a 22 km six-lane bridge with three lanes on either side of the bridge. An approximate 16.5 km of the bridge will be in sea while 5.5 kms is on land. In other words, it will be at least 16.5 km long creek bridge with 5.5km via ducts on land on either side.

The MTHL will cut down the travel time from the Island City to Navi Mumbai by 30 minutes. The sea bridge will be 27 meters in width, in addition to edge strip and crash barrier.

This bridge will have two interchanges at Shivaji Nagar in Shweri and another at village Chirle near national highway 4B.

Apart from de-congesting the Island city of Mumbai, the MTHL will provide connectivity to Mumbai and JNPT ports and afford quicker access to the proposed Navi Mumbai International Airport.

The MTHL will also connect Mumbai to the Nhava Sheva Port, the Pune Expressway and the Goa Highway. It will provide connectivity to commuters traveling towards Thane-Nashik, Navi Mumbai, Panvel-Pune and further to southern India.

Japan is a partner in the mega-project with a commitment of Rs 90 billion or nearly 80 percent of the estimated project cost of Rs 14,260 crore, through the Japan International Cooperation Agency (JICA).

The MMRDA appointed internationally reputed project management consultants in December 2016. The project is being awarded in 3 packages and is being executed by three contractors with one intelligent transport system since March 23, 2018. “Till date about 19 percent financial progress is achieved,” a senior MMRDA official said.

The work of piling and pier construction is in progress along with construction of /temporary bridge with casting of segments. The state-run MMRDA has set up a casting yard and constructed temporary jetties for movement of equipment needed for construction.

The construction period of the project is 4.5 years and the expected timeline for completion of the project is September 2022.",india,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/india/uddhav-to-launch-first-girder-in-mumbai---s-shewari-today.html
175,15-1-20,Interact with all stakeholders before Budget: Deora to FM,"Congress leader Milind Deora on Tuesday urged Union Finance Minister Nirmala Sitharaman to visit Mumbai and hold broader pre-budget consultations with various stakeholders of the economy, including small traders and vendors.

The former Union Minister also noted that the economy is “dangerously close” to going off the rails.

Deora said recent “social unrest” in India has dented its image as the socially and politically stable country that is conducive to doing business.

“In the run-up to Union Budget 2020-2021, I urge @nsitharaman ji to travel to Mumbai to interact with small traders & vendors, industry & other stakeholders. Don’t limit policy-making only to the select few who can access New Delhi!” Deora tweeted.

“Once the world’s fastest growing economy, India is coming dangerously close to going off the rails,” he stated. Observing that the Government alone cannot find solutions to the “deepening crisis”, the former MP said the financial capital be better engaged through consultations during such “extraordinary times”. “By now, India’s Finance Minister should have visited Mumbai to meet with representatives of traditional markets, MSMEs, industry captains and representatives from banking and finance,” he stated.

The Union Budget is scheduled to be presented on February 1.",business,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/business/interact-with-all-stakeholders-before-budget--deora-to-fm.html
176,15-1-20,Report: Retail inflation may force RBI to hold rates,"Retail inflation, which accelerated to 7.35 per cent in December and could breach 8 per cent in January, may force the Reserve Bank of India to hold rates in the monetary policy review next month, according to a report.

Consumer price index-based inflation in December rose to about five-and-a-half year high of 7.35 per cent from 5.54 per cent in November, mainly driven by high vegetable prices.

It breached the upper end of the RBI’s comfort level of 4 per cent plus-minus 2 percentage points.

“RBI did not cut the rate in December when October 2019 inflation rate was 4.62 per cent. Now that CPI inflation has surged to 7.35 per cent in December and January inflation is also expected to remain above 8 per cent, the RBI is likely to hold rate in the next policy,” an SBI research report Ecowrap said.

The RBI, which mainly factors in the CPI based inflation, is scheduled to announce its next bi-monthly monetary policy on February 6. After cutting repo rates for five consecutive times by 135 basis points between February-October 2019, the RBI left the repo rate unchanged at 5.15 per cent in the fifth bi-monthly monetary policy announced in December.

The report also emphasised on relooking of the CSO data methodology for estimating the CPI. “Unfortunately, CSO methodology of using CES survey data has resulted in CPI being overstated by 200 bps. Its high time we question the CSO methodology of CPI estimation as it results in erroneous policy decisions,” it added.

The report said inflation is expected to remain high in the remaining months of this fiscal year, close to 7 per cent thus averaging to 5 per cent for FY20. “We believe that the RBI will go for a long pause possibly throughout 2020 as inflation is likely to remain above 6 per cent till June-July 2020,” it noted.

Given the situation of low growth and high inflation (a possible situation of stagflation), the coming months are crucial for the RBI to decide on any action at rate front, the research report said.",business,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/business/report--retail-inflation-may-force-rbi-to-hold-rates.html
177,15-1-20,"Wipro Q3 net profit dips 2.17% pc to Rs 2,456 cr","IT services major Wipro on Tuesday posted a 2.17 per cent dip in consolidated net profit to Rs 2,455.9 crore for the December 2019 quarter, and estimated up to 2 per cent revenue growth for the fourth quarter.

Wipro’s net profit, attributable to shareholders, in the year-ago period was Rs 2,510.4 crore. Its revenue from operations grew 2.7 per cent to Rs 15,470.5 crore during the period under review from Rs 15,059.5 crore in the same quarter last year (as per Ind-AS). Earnings per share (EPS) for the quarter was Rs 4.3 per share and grew 3.2 per cent year-on-year.

The Bengaluru-based company’s numbers came days after larger rival Infosys announced an almost 24 per cent jump in net profit, and 7.9 per cent rise in revenue. Infosys had exuded confidence in the demand environment and raised its revenue outlook for 2019-20 in constant currency to 10-10.5 per cent.

On Tuesday, Wipro, which gets bulk of its topline from IT services, said it expects revenues from that unit to be in the range of USD 2,095 million to USD 2,137 million in the March quarter. This translates into a sequential growth of flat to two per cent.

Wipro’s IT services segment revenue was at USD 2,094.8 million in the December quarter, a sequential growth of 2.2 per cent. This is in line with its outlook of USD 2,065 million to USD 2,106 million guided earlier.

“We have delivered a good quarter with secular growth across all business units, geographies and practices. We remain focused on deepening our customer relationships, converting our funnel and winning large deals,” Wipro CEO and Managing Director Abidali Z Neemuchwala said.

He added in financial services, Wipro saw a slowdown in growth rates due to continued softness driven by the macro-economic environment. “We however remain confident on winning the new deals that we are participating in leveraging our strong capabilities in digital,” he said.

Neemuchwala said “the overall demand environment has neither improved nor deteriorated, but we see some level of uncertainty due to the various geo political risks at play”.

While the BFSI (banking, financial services and insurance) segment has seen some softness, Wipro remains confident of the deal pipeline. The company added 4 accounts to over USD 100 million accounts.

The company has seen strong growth in the digital business. Contribution from Digital now stands at 39.8 per cent, up 22.8 per cent on a year-on-year basis.

Wipro onboarded over 1,891 freshers in December quarter with the total headcount at 187,318. Voluntary attrition on last 12 months basis has reduced to 15.7 per cent.",business,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/business/wipro-q3-net-profit-dips-2-17--pc-to-rs-2-456-cr.html
178,15-1-20,Govt needs to pump economy to arrest slowdown: Ficci,"New Ficci President Sangita Reddy on Tuesday urged the Government not to worry too much about the fiscal deficit and try to pump the economy by increasing investments to arrest slowdown and accelerate growth.

“We need to infuse capital into the economy. The fact is that there is a slowdown of the GDP but to pump prime economy, adequate capital is really the need of the hour and therefore the preposition which we put forward is that we should not worry for a small expansion in fiscal deficit,” she said.

She said the Government should find a mechanism to infuse Rs 1.5 to Rs 2 lakh crore into the economy as it would help spurring consumption.

With the slowdown in economic growth, the government will face difficulty in adhering to the fiscal deficit road map laid down in the FRBM Act.”With the increased consumption or purchasing power of people, investments and the overall sentiment of the corporate India will improve and this will create a virtuous cycle, which grows the GDP,” she told PTI. When asked whether the government has enough fiscal space to infuse money into the system, Reddy said the government has the space because the fiscal deficit is still under control. “One mechanism to do this would be to raise money from the RBI,” she said, adding the government should also simultaneously pursue disinvestment programme in a time-bound manner.

The government aims to restrict the fiscal deficit to 3.3 per cent of the GDP for the financial year ending March 2020.",business,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/business/govt-needs-to-pump-economy-to-arrest-slowdown--ficci.html
179,15-1-20,India-China trade dips by nearly $3 bn in 2019,"The bilateral trade between India and China declined by about USD three billion last year while India’s trade deficit continues to be high amounting to USD 56.77 billion as both countries experienced economic slowdown.

The trade figures released by the General Administration of Customs of China (GACC) on Tuesday projected the total trade in Chinese currency RMB-Yuan terms registered a marginal increase of 1.6 per cent year on year but in dollar terms it was down by about USD three billion.

GACC Vice Minister Zou Zhiwu, who released the annual trade figures to the media, said China-India bilateral trade totalled to 639.52 billion yuan (about USD 92.68) which is 1.6 per cent increase year on year.

China’s exports to India increased by 2.1 per cent last year totalling to 515.63 billion yuan while India’s imports to China decreased by 0.2 per cent totalling to 123.89 billion yuan, he said. The trade deficit for India in 2019 was USD 391.74 billion yuan, he said. However, in dollar terms the trade has declined.",business,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/business/india-china-trade-dips-by-nearly--3-bn-in-2019.html
180,15-1-20,"Airtel, Jio, VIL submit applications for 5G trials; Huawei partners with 2 telcos","Telecom operators Bharti Airtel, Reliance Jio and Vodafone Idea have submitted their applications for 5G trials, industry sources said.

Airtel has joined hands with Huawei, ZTE, Ericsson and Nokia for 5G trials in the country, while Jio has partnered Samsung, sources said.

Vodafone Idea has also filed its application for 5G trials and the company has partnered Huawei, ZTE, Ericsson and Nokia for the same, the sources added.

E-mails sent to Bharti Airtel, Reliance Jio and Vodafone Idea remained unanswered.

Last month, Telecom Minister Ravi Shankar Prasad had said the government will allocate airwaves to all telecom service providers for conducting trials of super-fast speed 5G network. India will not bar any equipment suppliers in the upcoming trials for 5G.

The stance had spelt relief for Chinese telecom gear maker Huawei, which rivals western equipment makers such as Ericsson and is facing curbs in the US.

Many countries, however, have allowed telecom service providers to use Chinese gears. Now, India has also indicated its unwillingness to keep any company out of 5G trials.

Huawei India CEO Jay Chen had earlier stated the company firmly believes that only technology innovations and high-quality networks will be the key to rejuvenating Indian telecom industry.

""We have our full confidence in the Modi government to drive 5G in India. We have our full confidence in Indian government and industry to partner with best technology for India's own long-term benefit and also for cross-industry development,"" Chen had recently said.

The 5G trials are widely-expected to begin between January and March.

When contacted, Rajan Mathews, Director General of industry body Cellular Operators' Association of India (COAI) said, ""We are pleased that Department of Telecom (DoT) is progressing ahead with the 5G trials to ensure the implementation of National Digital Communications Policy.""",business,https://www.dailypioneer.com/uploads/2020/story/images/big/airtel--jio--vil-submit-applications-for-5g-trials--huawei-partners-with-2-telcos-2020-01-15.jpg,https://www.dailypioneer.com/2020/business/airtel--jio--vil-submit-applications-for-5g-trials--huawei-partners-with-2-telcos.html
181,15-1-20,US Senate to begin Trump impeachment trial on January 21,"The US Senate is likely to begin the impeachment trial against President Donald Trump on January 21 after the House of Representatives last month impeached him for pressuring Ukraine to investigate a political rival, a top Republican Senator has said.

The 435-member House of Representatives, where Democrats enjoy a majority, last month charged Trump with “high crimes and misdemeanours” and impeached in vote that was based on bitter political divide.

Now, the 100-member Senate, where the Republicans are in majority, needs to put Trump on trial before he can be removed from the White House.

After holding it on for weeks, House Speaker Nancy Pelosi is expected to send its impeachment to the Senate sometime this week and that could be as early as Tuesday. The impeachment in the Senate is unlikely to pass through given that GOP has majority in the 100-member Senate.

Top Republican Senator John Cornyn, who is also Co-Chair of the Senate India Caucus, on Monday told reporters that the Senate is likely to start the impeachment trial next Tuesday, January 21.

“Tuesday (January 21) is what it’s feeling like,” he said.

“We’d actually be glued to our chair starting Tuesday, I think,” he said in response to a question.

According to Cornyn, after House sends its articles of impeachment, the Senate will likely take a few days to deal with logistics of the trial.

Prominent among these include Chief Justice John Roberts and all Senators and sending summons to Trump’s team. The Senate will also pass a resolution establishing the trial rules.",world,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/world/us-senate-to-begin-trump-impeachment-trial-on-january-21.html
182,15-1-20,Hafiz Saeed pleads not guilty in terror financing cases: court official,"Mumbai attack mastermind Hafiz Saeed on Tuesday pleaded “not guilty” in two terror financing cases against him as the Jamaat-ud-Dawah chief recorded his statement in a Pakistani anti-terrorism court here, amidst mounting international pressure on Islamabad to rein in militant groups.

The Counter Terrorism Department had registered 23 FIRs against Saeed and his accomplices on the charges of terror financing in different cities of Punjab province and arrested him on July 17. He is held at the Kot Lakhpat jail in Lahore.

Saeed-led JuD is believed to be the front organisation for the Lashkar-e-Taiba (LeT) which is responsible for carrying out the 2008 Mumbai attack that killed 166 people, including six Americans.

“In response to a questionnaire handed over to him by the Anti-Terrorism Court (ATC) Lahore regarding terrror financing charges against him, Saeed on Tuesday submitted his reply in which he dismissed all charges against him. He pleaded not guilty,” a court official told PTI after the in-camera hearing.",world,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/world/hafiz-saeed-pleads-not-guilty-in-terror-financing-cases--court-official.html
183,15-1-20,"Heavy snowfall, rain claim nearly 84 lives in Pak","Avalanches and landslides triggered by heavy snowfall and incessant rain across Pakistan have left over 80 people, including women and children, dead, and destroyed many houses, officials said on Tuesday.

Harsh weather conditions continue across Pakistan over the last three days, bringing normal life to a halt as road transport and communication remain severely affected.

About 84 people have died across the country after a severe cold wave brought life to a standstill in numerous areas, officials said on Tuesday.

The National Disaster Management Authority (NDMA) said that it was bracing for more human and material losses due to inclement weather conditions.

At least 57 people were killed and many others reported missing after avalanches hit as many as fifteen villages of Neelum valley in Pakistan-occupied Kashmir in the last 24 hours, Radio Pakistan reported. Around 45 houses were fully destroyed.

Rescue teams shifted 42 injured to various hospitals but they officials faced hurdles in reaching the affected people due to blocked roads.",world,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/world/heavy-snowfall--rain-claim-nearly-84-lives-in-pak.html
184,15-1-20,5K camels culled in drought-hit Oz,"Helicopter-borne marksmen killed more than 5,000 camels in a five-day cull of feral herds that were threatening indigenous communities in drought-stricken areas of southern Australia, officials said Tuesday.

Aboriginal leaders in South Australia state said extremely large herds of the non-native camels had been driven towards rural communities by drought and extreme heat, threatening scarce food and drinking water, damaging infrastructure, and creating a dangerous hazard for drivers.

The cull in the Anangu Pitjantjatjara Yankunytjatjara (APY) Lands — home to about 2,300 indigenous people in the arid northwest of South Australia — ended on Sunday, said APY general manager Richard King.

“We appreciate the concerns of animal rights activists, but there is significant misinformation about the realities of life for non-native feral animals, in what is among the most arid and remote places on Earth,” King said in a statement on Tuesday. “As custodians of the land, we need to deal with an introduced pest in a way that protects valuable water supplies for communities and puts the lives of everyone, including our young children, the elderly, and native flora and fauna first.” King said weakened camels frequently became stuck and died in water holes, contaminating water sources needed by locals and native animals and birds. “The prolonged dry period, while not difficult for native wildlife, leads to extreme distress for feral camels,” he said.

APY officials said the operation had removed more than 5,000 camels.

The cull came as Australia experienced its hottest and driest year on record in 2019, with the severe drought causing some towns to run out of water and fuelling deadly bushfires that have devastated the country’s southeast. Camels were first introduced to Australia in the 1840s to aid in the exploration of the continent’s vast interior, with up to 20,000 imported from India in the six decades that followed.

Australia is now thought to have the largest wild camel population in the world, with official estimates suggesting more than one million are roaming the country’s inland deserts.",world,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/world/5k-camels-culled-in-drought-hit-oz.html
